character	index	digits	pdf_page
一	1	1	9
乙	2	5	9
二	3	11	9
十	4	12	9
丁	5	12	9
厂	6	13	9
七	7	15	9
卜	8	24	9
八	9	34	9
人	10	34	9
入	11	34	9
儿	12	35	9
匕	13	35	9
几	14	35	9
九	15	35	9
刁	16	51	9
了	17	52	9
刀	18	53	9
力	19	53	9
乃	20	53	9
又	21	54	9
三	22	111	9
干	23	112	9
于	24	112	10
亏	25	115	10
工	26	121	10
土	27	121	10
士	28	121	10
才	29	123	10
下	30	124	10
寸	31	124	10
大	32	134	10
丈	33	134	10
与	34	151	10
万	35	153	10
上	36	211	10
小	37	234	10
口	38	251	10
山	39	252	10
巾	40	252	10
千	41	312	10
乞	42	315	10
川	43	322	10
亿	44	325	10
个	45	342	10
夕	46	354	11
久	47	354	11
么	48	354	11
勺	49	354	11
凡	50	354	11
丸	51	354	11
及	52	354	11
广	53	413	11
亡	54	415	11
门	55	425	11
丫	56	432	11
义	57	434	11
之	58	454	11
尸	59	513	11
己	60	515	11
已	61	515	11
巳	62	515	11
弓	63	515	11
子	64	521	11
卫	65	521	11
也	66	525	11
女	67	531	11
刃	68	534	11
飞	69	534	11
习	70	541	12
叉	71	544	12
马	72	551	12
乡	73	553	12
丰	74	1112	12
王	75	1121	12
开	76	1132	12
井	77	1132	12
天	78	1134	12
夫	79	1134	12
元	80	1135	12
无	81	1135	12
云	82	1154	12
专	83	1154	12
丐	84	1215	12
扎	85	1215	12
艺	86	1225	12
木	87	1234	12
五	88	1251	12
支	89	1254	12
厅	90	1312	12
不	91	1324	13
犬	92	1344	13
太	93	1344	13
区	94	1345	13
历	95	1353	13
歹	96	1354	13
友	97	1354	13
尤	98	1354	13
匹	99	1355	13
车	100	1512	13
巨	101	1515	13
牙	102	1523	13
屯	103	1525	13
戈	104	1534	13
比	105	1535	13
互	106	1551	13
切	107	1553	13
瓦	108	1554	13
止	109	2121	13
少	110	2343	13
曰	111	2511	13
日	112	2511	13
中	113	2512	13
贝	114	2534	14
冈	115	2534	14
内	116	2534	14
水	117	2534	14
见	118	2535	14
午	119	3112	14
牛	120	3112	14
手	121	3112	14
气	122	3115	14
毛	123	3115	14
壬	124	3121	14
升	125	3132	14
夭	126	3134	14
长	127	3154	14
仁	128	3211	14
什	129	3212	14
片	130	3215	14
仆	131	3224	14
化	132	3235	14
仇	133	3235	14
币	134	3252	14
仍	135	3253	14
仅	136	3254	14
斤	137	3312	15
爪	138	3324	15
反	139	3354	15
介	140	3432	15
父	141	3434	15
从	142	3434	15
仑	143	3435	15
今	144	3445	15
凶	145	3452	15
分	146	3453	15
乏	147	3454	15
公	148	3454	15
仓	149	3455	15
月	150	3511	15
氏	151	3515	15
勿	152	3533	15
欠	153	3534	15
风	154	3534	15
丹	155	3541	15
匀	156	3541	15
乌	157	3551	15
勾	158	3554	16
凤	159	3554	16
六	160	4134	16
文	161	4134	16
亢	162	4135	16
方	163	4153	16
火	164	4334	16
为	165	4354	16
斗	166	4412	16
忆	167	4425	16
计	168	4512	16
订	169	4512	16
户	170	4513	16
认	171	4534	16
冗	172	4535	16
讥	173	4535	16
心	174	4544	16
尺	175	5134	16
引	176	5152	16
丑	177	5211	16
巴	178	5215	17
孔	179	5215	17
队	180	5234	17
办	181	5344	17
以	182	5434	17
允	183	5435	17
予	184	5452	17
邓	185	5452	17
劝	186	5453	17
双	187	5454	17
书	188	5524	17
幻	189	5545	17
玉	190	11214	17
刊	191	11222	17
未	192	11234	17
末	193	11234	17
示	194	11234	17
击	195	11252	17
打	196	12112	17
巧	197	12115	18
正	198	12121	18
扑	199	12124	18
卉	200	12132	18
扒	201	12134	18
功	202	12153	18
扔	203	12153	18
去	204	12154	18
甘	205	12211	18
世	206	12215	18
艾	207	12234	18
古	208	12251	18
节	209	12252	18
本	210	12341	18
术	211	12344	18
可	212	12512	18
丙	213	12534	18
左	214	13121	18
厉	215	13153	18
石	216	13251	19
右	217	13251	19
布	218	13252	19
夯	219	13453	19
戊	220	13534	19
龙	221	13534	19
平	222	14312	19
灭	223	14334	19
轧	224	15215	19
东	225	15234	19
卡	226	21124	19
北	227	21135	19
占	228	21251	19
凸	229	21251	19
卢	230	21513	19
业	231	22431	19
旧	232	22511	19
帅	233	23252	19
归	234	23511	19
旦	235	25111	19
目	236	25111	19
且	237	25111	19
叶	238	25112	19
甲	239	25112	19
申	240	25112	20
叮	241	25112	20
电	242	25115	20
号	243	25115	20
田	244	25121	20
由	245	25121	20
只	246	25134	20
叭	247	25134	20
史	248	25134	20
央	249	25134	20
兄	250	25135	20
叽	251	25135	20
叼	252	25151	20
叫	253	25152	20
叩	254	25152	20
叨	255	25153	20
另	256	25153	20
叹	257	25154	20
冉	258	25211	20
皿	259	25221	20
凹	260	25251	20
囚	261	25341	20
四	262	25351	20
生	263	31121	21
矢	264	31134	21
失	265	31134	21
乍	266	31211	21
禾	267	31234	21
丘	268	32121	21
付	269	32124	21
仗	270	32134	21
代	271	32154	21
仙	272	32252	21
们	273	32425	21
仪	274	32434	21
白	275	32511	21
仔	276	32521	21
他	277	32525	21
斥	278	33124	21
瓜	279	33544	21
乎	280	34312	22
丛	281	34341	22
令	282	34454	22
用	283	35112	22
甩	284	35115	22
印	285	35152	22
尔	286	35234	22
乐	287	35234	22
句	288	35251	22
匆	289	35334	22
册	290	35351	22
卯	291	35352	22
犯	292	35355	22
外	293	35424	22
处	294	35424	22
冬	295	35444	22
鸟	296	35451	22
务	297	35453	22
包	298	35515	22
饥	299	35535	22
主	300	41121	22
市	301	41252	23
立	302	41431	23
冯	303	41551	23
玄	304	41554	23
闪	305	42534	23
兰	306	43111	23
半	307	43112	23
汁	308	44112	23
汇	309	44115	23
头	310	44134	23
汉	311	44154	23
宁	312	44512	23
穴	313	44534	23
它	314	44535	23
讨	315	45124	23
写	316	45151	24
让	317	45211	24
礼	318	45245	24
训	319	45322	24
议	320	45434	24
必	321	45434	24
讯	322	45512	24
记	323	45515	24
永	324	45534	24
司	325	51251	24
尼	326	51335	24
民	327	51515	24
弗	328	51532	24
弘	329	51554	24
出	330	52252	24
辽	331	52454	24
奶	332	53153	24
奴	333	53154	24
召	334	53251	24
加	335	53251	24
皮	336	53254	25
边	337	53454	25
孕	338	53521	25
发	339	53544	25
圣	340	54121	25
对	341	54124	25
台	342	54251	25
矛	343	54523	25
纠	344	55152	25
母	345	55414	25
幼	346	55453	25
丝	347	55551	25
邦	348	111352	25
式	349	112154	25
迂	350	112454	25
刑	351	113222	25
戎	352	113534	25
动	353	115453	25
扛	354	121121	26
寺	355	121124	26
吉	356	121251	26
扣	357	121251	26
考	358	121315	26
托	359	121315	26
老	360	121335	26
巩	361	121354	26
圾	362	121354	26
执	363	121354	26
扩	364	121413	26
扫	365	121511	26
地	366	121525	26
场	367	121533	26
扬	368	121533	27
耳	369	122111	27
芋	370	122112	27
共	371	122134	27
芒	372	122415	27
亚	373	122431	27
芝	374	122454	27
朽	375	123415	27
朴	376	123424	27
机	377	123435	27
权	378	123454	27
过	379	124454	27
臣	380	125125	27
吏	381	125134	27
再	382	125211	28
协	383	125344	28
西	384	125351	28
压	385	131214	28
厌	386	131344	28
戌	387	131534	28
在	388	132121	28
百	389	132511	28
有	390	132511	28
存	391	132521	28
而	392	132522	28
页	393	132534	28
匠	394	133125	28
夸	395	134115	28
夺	396	134124	28
灰	397	134334	28
达	398	134454	28
列	399	135422	28
死	400	135435	28
成	401	135534	28
夹	402	143134	28
夷	403	151534	29
轨	404	152135	29
邪	405	152352	29
尧	406	153135	29
划	407	153422	29
迈	408	153454	29
毕	409	153512	29
至	410	154121	29
此	411	212135	29
贞	412	212534	29
师	413	231252	29
尘	414	234121	29
尖	415	234134	29
劣	416	234353	29
光	417	243135	29
当	418	243511	29
早	419	251112	29
吁	420	251112	29
吐	421	251121	29
吓	422	251124	29
虫	423	251214	29
曲	424	251221	29
团	425	251231	30
吕	426	251251	30
同	427	251251	30
吊	428	251252	30
吃	429	251315	30
因	430	251341	30
吸	431	251354	30
吗	432	251551	30
吆	433	251554	30
屿	434	252151	30
屹	435	252315	30
岁	436	252354	30
帆	437	252354	30
回	438	252511	30
岂	439	252515	30
则	440	253422	30
刚	441	253422	30
网	442	253434	30
肉	443	253434	30
年	444	311212	31
朱	445	311234	31
先	446	312135	31
丢	447	312154	31
廷	448	312154	31
舌	449	312251	31
竹	450	312312	31
迁	451	312454	31
乔	452	313432	31
迄	453	315454	31
伟	454	321152	31
传	455	321154	31
乒	456	321213	31
乓	457	321214	31
休	458	321234	31
伍	459	321251	31
伏	460	321344	31
优	461	321354	32
臼	462	321511	32
伐	463	321534	32
延	464	321554	32
仲	465	322512	32
件	466	323112	32
任	467	323121	32
伤	468	323153	32
价	469	323432	32
伦	470	323435	32
份	471	323453	32
华	472	323512	32
仰	473	323552	32
仿	474	324153	32
伙	475	324334	32
伪	476	324354	32
自	477	325111	33
伊	478	325113	33
血	479	325221	33
向	480	325251	33
似	481	325434	33
后	482	331251	33
行	483	332112	33
舟	484	335414	33
全	485	341121	33
会	486	341154	33
杀	487	341234	33
合	488	341251	33
兆	489	341534	33
企	490	342121	33
众	491	343434	33
爷	492	343452	33
伞	493	344312	33
创	494	345522	33
肌	495	351135	33
肋	496	351153	34
朵	497	351234	34
杂	498	351234	34
危	499	351355	34
旬	500	352511	34
旨	501	352511	34
旭	502	352511	34
负	503	352534	34
匈	504	353452	34
名	505	354251	34
各	506	354251	34
多	507	354354	34
争	508	355112	34
色	509	355215	34
壮	510	412121	34
冲	511	412512	35
妆	512	412531	35
冰	513	412534	35
庄	514	413121	35
庆	515	413134	35
亦	516	413234	35
刘	517	413422	35
齐	518	413432	35
交	519	413434	35
衣	520	413534	35
次	521	413534	35
产	522	414313	35
决	523	415134	35
亥	524	415334	35
充	525	415435	35
妄	526	415531	35
闭	527	425123	35
问	528	425251	35
闯	529	425551	35
羊	530	431112	35
并	531	431132	35
关	532	431134	35
米	533	431234	35
灯	534	433412	35
州	535	434242	36
汗	536	441112	36
污	537	441115	36
江	538	441121	36
汛	539	441512	36
池	540	441525	36
汝	541	441531	36
汤	542	441533	36
忙	543	442415	36
兴	544	443134	36
宇	545	445112	36
守	546	445124	36
宅	547	445315	36
字	548	445521	36
安	549	445531	36
讲	550	451132	36
讳	551	451152	37
军	552	451512	37
讶	553	451523	37
许	554	453112	37
讹	555	453235	37
论	556	453435	37
讼	557	453454	37
农	558	453534	37
讽	559	453534	37
设	560	453554	37
访	561	454153	37
诀	562	455134	37
寻	563	511124	37
那	564	511352	37
迅	565	512454	37
尽	566	513444	37
导	567	515124	38
异	568	515132	38
弛	569	515525	38
孙	570	521234	38
阵	571	521512	38
阳	572	522511	38
收	573	523134	38
阶	574	523432	38
阴	575	523511	38
防	576	524153	38
奸	577	531112	38
如	578	531251	38
妇	579	531511	38
妃	580	531515	38
好	581	531521	38
她	582	531525	38
妈	583	531551	38
戏	584	541534	38
羽	585	541541	38
观	586	542535	38
欢	587	543534	39
买	588	544134	39
红	589	551121	39
驮	590	551134	39
纤	591	551312	39
驯	592	551322	39
约	593	551354	39
级	594	551354	39
纪	595	551515	39
驰	596	551525	39
纫	597	551534	39
巡	598	555454	39
寿	599	1113124	39
弄	600	1121132	39
麦	601	1121354	39
玖	602	1121354	39
玛	603	1121551	40
形	604	1132333	40
进	605	1132454	40
戒	606	1132534	40
吞	607	1134251	40
远	608	1135454	40
违	609	1152454	40
韧	610	1152534	40
运	611	1154454	40
扶	612	1211134	40
抚	613	1211135	40
坛	614	1211154	40
技	615	1211254	40
坏	616	1211324	40
抠	617	1211345	40
扰	618	1211354	40
扼	619	1211355	40
拒	620	1211515	40
找	621	1211534	41
批	622	1211535	41
址	623	1212121	41
扯	624	1212121	41
走	625	1212134	41
抄	626	1212343	41
贡	627	1212534	41
汞	628	1212534	41
坝	629	1212534	41
攻	630	1213134	41
赤	631	1213234	41
折	632	1213312	41
抓	633	1213324	41
扳	634	1213354	41
抡	635	1213435	41
扮	636	1213453	41
抢	637	1213455	41
孝	638	1213521	41
坎	639	1213534	41
均	640	1213541	42
抑	641	1213552	42
抛	642	1213553	42
投	643	1213554	42
坟	644	1214134	42
坑	645	1214135	42
抗	646	1214135	42
坊	647	1214153	42
抖	648	1214412	42
护	649	1214513	42
壳	650	1214535	42
志	651	1214544	42
块	652	1215134	42
扭	653	1215211	42
声	654	1215213	42
把	655	1215215	42
报	656	1215254	42
拟	657	1215434	42
却	658	1215452	42
抒	659	1215452	42
劫	660	1215453	42
芙	661	1221134	43
芜	662	1221135	43
苇	663	1221152	43
芽	664	1221523	43
花	665	1223235	43
芹	666	1223312	43
芥	667	1223432	43
芬	668	1223453	44
苍	669	1223455	44
芳	670	1224153	44
严	671	1224313	44
芦	672	1224513	44
芯	673	1224544	44
劳	674	1224553	44
克	675	1225135	44
芭	676	1225215	44
苏	677	1225344	44
杆	678	1234112	44
杠	679	1234121	44
杜	680	1234121	44
材	681	1234123	44
村	682	1234124	44
杖	683	1234134	45
杏	684	1234251	45
杉	685	1234333	45
巫	686	1234341	45
极	687	1234354	45
李	688	1234521	45
杨	689	1234533	45
求	690	1241344	45
甫	691	1251124	45
匣	692	1251125	45
更	693	1251134	45
束	694	1251234	45
吾	695	1251251	45
豆	696	1251431	45
两	697	1253434	45
酉	698	1253511	46
丽	699	1254254	46
医	700	1311345	46
辰	701	1311534	46
励	702	1315353	46
否	703	1324251	46
还	704	1324454	46
尬	705	1353432	46
歼	706	1354312	46
来	707	1431234	46
连	708	1512454	46
轩	709	1521112	46
步	710	2121233	47
卤	711	2125341	47
坚	712	2254121	47
肖	713	2432511	47
旱	714	2511112	47
盯	715	2511112	47
呈	716	2511121	47
时	717	2511124	47
吴	718	2511134	47
助	719	2511153	47
县	720	2511154	47
里	721	2511211	47
呆	722	2511234	47
吱	723	2511254	47
吠	724	2511344	47
呕	725	2511345	48
园	726	2511351	48
旷	727	2511413	48
围	728	2511521	48
呀	729	2511523	48
吨	730	2511525	48
足	731	2512134	48
邮	732	2512152	48
男	733	2512153	48
困	734	2512341	48
吵	735	2512343	48
串	736	2512512	48
员	737	2512534	48
呐	738	2512534	48
听	739	2513312	48
吟	740	2513445	49
吩	741	2513453	49
呛	742	2513455	49
吻	743	2513533	49
吹	744	2513534	49
呜	745	2513551	49
吭	746	2514135	49
吧	747	2515215	49
邑	748	2515215	49
吼	749	2515215	49
囤	750	2515251	49
别	751	2515322	49
吮	752	2515435	49
岖	753	2521345	49
岗	754	2522534	49
帐	755	2523154	49
财	756	2534123	50
针	757	3111512	50
钉	758	3111512	50
牡	759	3121121	50
告	760	3121251	50
我	761	3121534	50
乱	762	3122515	50
利	763	3123422	50
秃	764	3123435	50
秀	765	3123453	50
私	766	3123454	50
每	767	3155414	51
兵	768	3212134	51
估	769	3212251	51
体	770	3212341	51
何	771	3212512	51
佐	772	3213121	51
佑	773	3213251	51
但	774	3225111	51
伸	775	3225112	51
佃	776	3225121	51
作	777	3231211	51
伯	778	3232511	51
伶	779	3234454	51
佣	780	3235112	51
低	781	3235154	51
你	782	3235234	51
住	783	3241121	51
位	784	3241431	52
伴	785	3243112	52
身	786	3251113	52
皂	787	3251115	52
伺	788	3251251	52
佛	789	3251532	52
囱	790	3253541	52
近	791	3312454	52
彻	792	3321553	52
役	793	3323554	52
返	794	3354454	52
余	795	3411234	52
希	796	3413252	52
坐	797	3434121	52
谷	798	3434251	52
妥	799	3443531	52
含	800	3445251	53
邻	801	3445452	53
岔	802	3453252	53
肝	803	3511112	53
肛	804	3511121	53
肚	805	3511121	53
肘	806	3511124	53
肠	807	3511533	53
龟	808	3525115	53
甸	809	3525121	53
免	810	3525135	53
狂	811	3531121	53
犹	812	3531354	53
狈	813	3532534	53
角	814	3535112	53
删	815	3535122	53
条	816	3541234	54
彤	817	3541333	54
卵	818	3543524	54
灸	819	3544334	54
岛	820	3545252	54
刨	821	3551522	54
迎	822	3552454	54
饭	823	3553354	54
饮	824	3553534	54
系	825	3554234	54
言	826	4111251	54
冻	827	4115234	54
状	828	4121344	54
亩	829	4125121	54
况	830	4125135	54
床	831	4131234	54
库	832	4131512	55
庇	833	4131535	55
疗	834	4134152	55
吝	835	4134251	55
应	836	4134431	55
这	837	4134454	55
冷	838	4134454	55
庐	839	4134513	55
序	840	4135452	55
辛	841	4143112	55
弃	842	4154132	55
冶	843	4154251	55
忘	844	4154544	55
闰	845	4251121	55
闲	846	4251234	55
间	847	4252511	55
闷	848	4254544	55
判	849	4311322	55
兑	850	4325135	56
灶	851	4334121	56
灿	852	4334252	56
灼	853	4334354	56
弟	854	4351523	56
汪	855	4411121	56
沐	856	4411234	56
沛	857	4411252	56
汰	858	4411344	56
沥	859	4411353	56
沙	860	4412343	56
汽	861	4413115	57
沃	862	4413134	57
沦	863	4413435	57
汹	864	4413452	57
泛	865	4413454	57
沧	866	4413455	57
没	867	4413554	57
沟	868	4413554	57
沪	869	4414513	57
沈	870	4414535	57
沉	871	4414535	57
沁	872	4414544	57
怀	873	4421324	58
忧	874	4421354	58
忱	875	4424535	58
快	876	4425134	58
完	877	4451135	58
宋	878	4451234	58
宏	879	4451354	58
牢	880	4453112	58
究	881	4453435	58
穷	882	4453453	58
灾	883	4454334	58
良	884	4511534	58
证	885	4512121	59
启	886	4513251	59
评	887	4514312	59
补	888	4523424	59
初	889	4523453	59
社	890	4524121	59
祀	891	4524515	59
识	892	4525134	59
诈	893	4531211	59
诉	894	4533124	59
罕	895	4534112	59
诊	896	4534333	59
词	897	4551251	59
译	898	4554112	59
君	899	5113251	60
灵	900	5114334	60
即	901	5115452	60
层	902	5131154	60
屁	903	5131535	60
尿	904	5132534	60
尾	905	5133115	60
迟	906	5134454	60
局	907	5135251	60
改	908	5153134	60
张	909	5153154	60
忌	910	5154544	60
际	911	5211234	60
陆	912	5211252	60
阿	913	5212512	60
陈	914	5215234	60
阻	915	5225111	60
附	916	5232124	60
坠	917	5234121	61
妓	918	5311254	61
妙	919	5312343	61
妖	920	5313134	61
姊	921	5313523	61
妨	922	5314153	61
妒	923	5314513	61
努	924	5315453	61
忍	925	5344544	61
劲	926	5412153	62
矣	927	5431134	62
鸡	928	5435451	62
纬	929	5511152	62
驱	930	5511345	62
纯	931	5511525	62
纱	932	5512343	62
纲	933	5512534	62
纳	934	5512534	62
驳	935	5513434	62
纵	936	5513434	62
纷	937	5513453	62
纸	938	5513515	62
纹	939	5514134	62
纺	940	5514153	62
驴	941	5514513	63
纽	942	5515211	63
奉	943	11134112	63
玩	944	11211135	63
环	945	11211324	63
武	946	11212154	63
青	947	11212511	63
责	948	11212534	64
现	949	11212535	64
玫	950	11213134	64
表	951	11213534	64
规	952	11342535	64
抹	953	12111234	65
卦	954	12112124	65
坷	955	12112512	65
坯	956	12113241	65
拓	957	12113251	65
拢	958	12113534	65
拔	959	12113544	65
坪	960	12114312	65
拣	961	12115534	65
坦	962	12125111	66
担	963	12125111	66
坤	964	12125112	66
押	965	12125112	66
抽	966	12125121	66
拐	967	12125153	66
拖	968	12131525	67
者	969	12132511	67
拍	970	12132511	67
顶	971	12132534	67
拆	972	12133124	67
拎	973	12134454	67
拥	974	12135112	67
抵	975	12135154	67
拘	976	12135251	67
势	977	12135453	68
抱	978	12135515	68
拄	979	12141121	68
垃	980	12141431	68
拉	981	12141431	68
拦	982	12143111	68
幸	983	12143112	68
拌	984	12143112	68
拧	985	12144512	68
拂	986	12151532	68
拙	987	12152252	69
招	988	12153251	69
坡	989	12153254	69
披	990	12153254	69
拨	991	12153544	69
择	992	12154112	69
抬	993	12154251	69
拇	994	12155414	69
拗	995	12155453	69
其	996	12211134	69
取	997	12211154	70
茉	998	12211234	70
苦	999	12212251	70
昔	1000	12212511	70
苛	1001	12212512	70
若	1002	12213251	70
茂	1003	12213534	70
苹	1004	12214312	70
苗	1005	12225121	71
英	1006	12225134	71
苟	1007	12235251	71
苑	1008	12235455	72
苞	1009	12235515	72
范	1010	12244155	72
直	1011	12251111	72
茁	1012	12252252	72
茄	1013	12253251	73
茎	1014	12254121	73
苔	1015	12254251	73
茅	1016	12254523	73
枉	1017	12341121	73
林	1018	12341234	73
枝	1019	12341254	73
杯	1020	12341324	73
枢	1021	12341345	73
柜	1022	12341515	73
枚	1023	12343134	74
析	1024	12343312	74
板	1025	12343354	74
松	1026	12343454	74
枪	1027	12343455	74
枫	1028	12343534	74
构	1029	12343554	75
杭	1030	12344135	75
杰	1031	12344444	75
述	1032	12344454	75
枕	1033	12344535	75
丧	1034	12431534	75
或	1035	12511534	75
画	1036	12512152	75
卧	1037	12512524	75
事	1038	12515112	75
刺	1039	12523422	76
枣	1040	12523444	76
雨	1041	12524444	76
卖	1042	12544134	76
郁	1043	13251152	76
矾	1044	13251354	76
矿	1045	13251413	76
码	1046	13251551	76
厕	1047	13253422	76
奈	1048	13411234	76
奔	1049	13412132	77
奇	1050	13412512	77
奋	1051	13425121	77
态	1052	13444544	77
欧	1053	13453534	77
殴	1054	13453554	77
垄	1055	13534121	77
妻	1056	15112531	77
轰	1057	15125454	78
顷	1058	15132534	78
转	1059	15211154	78
斩	1060	15213312	78
轮	1061	15213435	78
软	1062	15213534	78
到	1063	15412122	78
非	1064	21112111	78
叔	1065	21123454	78
歧	1066	21211254	78
肯	1067	21212511	79
齿	1068	21213452	79
些	1069	21213511	79
卓	1070	21251112	79
虎	1071	21531535	79
虏	1072	21531553	79
肾	1073	22542511	79
贤	1074	22542534	79
尚	1075	24325251	79
旺	1076	25111121	79
具	1077	25111134	79
味	1078	25111234	80
果	1079	25111234	80
昆	1080	25111535	80
国	1081	25112141	80
哎	1082	25112234	80
咕	1083	25112251	80
昌	1084	25112511	80
呵	1085	25112512	80
畅	1086	25112533	80
明	1087	25113511	81
易	1088	25113533	81
咙	1089	25113534	81
昂	1090	25113552	81
迪	1091	25121454	82
典	1092	25122134	82
固	1093	25122511	82
忠	1094	25124544	82
呻	1095	25125112	82
咒	1096	25125135	82
咋	1097	25131211	83
咐	1098	25132124	83
呼	1099	25134312	83
鸣	1100	25135451	83
咏	1101	25145534	83
呢	1102	25151335	83
咄	1103	25152252	83
咖	1104	25153251	84
岸	1105	25213112	84
岩	1106	25213251	84
帖	1107	25221251	84
罗	1108	25221354	84
帜	1109	25225134	85
帕	1110	25232511	85
岭	1111	25234454	85
凯	1112	25251535	86
败	1113	25343134	86
账	1114	25343154	86
贩	1115	25343354	86
贬	1116	25343454	86
购	1117	25343554	86
贮	1118	25344451	86
图	1119	25354441	86
钓	1120	31115354	87
制	1121	31125222	87
知	1122	31134251	88
迭	1123	31134454	88
氛	1124	31153453	88
垂	1125	31212211	88
牧	1126	31213134	88
物	1127	31213533	88
乖	1128	31221135	88
刮	1129	31225122	88
秆	1130	31234112	88
和	1131	31234251	88
季	1132	31234521	88
委	1133	31234531	89
秉	1134	31511234	89
佳	1135	32121121	89
侍	1136	32121124	89
岳	1137	32121252	89
供	1138	32122134	89
使	1139	32125134	89
例	1140	32135422	90
侠	1141	32143134	90
侥	1142	32153135	90
版	1143	32153354	90
侄	1144	32154121	90
侦	1145	32212534	90
侣	1146	32251251	90
侧	1147	32253422	90
凭	1148	32312135	91
侨	1149	32313432	91
佩	1150	32351252	91
货	1151	32352534	91
侈	1152	32354354	91
依	1153	32413534	92
卑	1154	32511312	92
的	1155	32511354	92
迫	1156	32511454	92
质	1157	33122534	93
欣	1158	33123534	93
征	1159	33212121	93
往	1160	33241121	93
爬	1161	33245215	93
彼	1162	33253254	93
径	1163	33254121	93
所	1164	33513312	93
舍	1165	34112251	93
金	1166	34112431	93
刹	1167	34123422	94
命	1168	34125152	94
肴	1169	34132511	94
斧	1170	34343312	94
爸	1171	34345215	94
采	1172	34431234	94
觅	1173	34432535	94
受	1174	34434554	94
乳	1175	34435215	95
贪	1176	34452534	95
念	1177	34454544	95
贫	1178	34532534	95
忿	1179	34534544	95
肤	1180	35111134	95
肺	1181	35111252	95
肢	1182	35111254	95
肿	1183	35112512	96
胀	1184	35113154	96
朋	1185	35113511	96
股	1186	35113554	96
肮	1187	35114135	96
肪	1188	35114153	96
肥	1189	35115215	96
服	1190	35115254	96
胁	1191	35115344	96
周	1192	35121251	97
昏	1193	35152511	97
鱼	1194	35251211	97
兔	1195	35251354	97
狐	1196	35333544	97
忽	1197	35334544	97
狗	1198	35335251	97
狞	1199	35344512	98
备	1200	35425121	98
饰	1201	35531252	98
饱	1202	35535515	98
饲	1203	35551251	98
变	1204	41223454	99
京	1205	41251234	99
享	1206	41251521	99
庞	1207	41313534	99
店	1208	41321251	99
夜	1209	41323544	99
庙	1210	41325121	99
府	1211	41332124	99
底	1212	41335154	99
疟	1213	41341151	99
疙	1214	41341315	100
疚	1215	41341354	100
剂	1216	41343222	100
卒	1217	41343412	100
郊	1218	41343452	100
庚	1219	41351134	100
废	1220	41353544	100
净	1221	41355112	100
盲	1222	41525111	100
放	1223	41533134	100
刻	1224	41533422	101
育	1225	41542511	101
氓	1226	41551515	101
闸	1227	42525112	101
闹	1228	42541252	101
郑	1229	43113452	101
券	1230	43113453	101
卷	1231	43113455	101
单	1232	43251112	101
炬	1233	43341515	101
炒	1234	43342343	102
炊	1235	43343534	102
炕	1236	43344135	102
炎	1237	43344334	102
炉	1238	43344513	102
沫	1239	44111234	102
浅	1240	44111534	102
法	1241	44112154	102
泄	1242	44112215	103
沽	1243	44112251	103
河	1244	44112512	103
沾	1245	44121251	103
泪	1246	44125111	103
沮	1247	44125111	103
油	1248	44125121	103
泊	1249	44132511	104
沿	1250	44135251	104
泡	1251	44135515	104
注	1252	44141121	104
泣	1253	44141431	104
泞	1254	44144512	105
泻	1255	44145151	105
泌	1256	44145434	105
泳	1257	44145534	105
泥	1258	44151335	105
沸	1259	44151532	105
沼	1260	44153251	105
波	1261	44153254	105
泼	1262	44153544	105
泽	1263	44154112	106
治	1264	44154251	106
怔	1265	44212121	106
怯	1266	44212154	106
怖	1267	44213252	106
性	1268	44231121	106
怕	1269	44232511	106
怜	1270	44234454	107
怪	1271	44254121	107
怡	1272	44254251	107
学	1273	44345521	107
宝	1274	44511214	107
宗	1275	44511234	107
定	1276	44512134	107
宠	1277	44513534	108
宜	1278	44525111	108
审	1279	44525112	108
宙	1280	44525121	108
官	1281	44525151	108
空	1282	44534121	108
帘	1283	44534252	108
宛	1284	44535455	108
实	1285	44544134	108
试	1286	45112154	109
郎	1287	45115452	109
诗	1288	45121124	109
肩	1289	45132511	109
房	1290	45134153	109
诚	1291	45135534	109
衬	1292	45234124	109
衫	1293	45234333	109
视	1294	45242535	110
祈	1295	45243312	110
话	1296	45312251	110
诞	1297	45321554	110
诡	1298	45351355	111
询	1299	45352511	111
该	1300	45415334	111
详	1301	45431112	111
建	1302	51111254	111
肃	1303	51123234	112
录	1304	51124134	112
隶	1305	51124134	112
帚	1306	51145252	112
屉	1307	51312215	112
居	1308	51312251	112
届	1309	51325121	112
刷	1310	51325222	112
屈	1311	51352252	112
弧	1312	51533544	112
弥	1313	51535234	112
弦	1314	51541554	112
承	1315	52111534	113
孟	1316	52125221	113
陋	1317	52125345	113
陌	1318	52132511	113
孤	1319	52133544	113
陕	1320	52143134	113
降	1321	52354152	113
函	1322	52413452	114
限	1323	52511534	114
妹	1324	53111234	114
姑	1325	53112251	114
姐	1326	53125111	114
姓	1327	53131121	114
妮	1328	53151335	115
始	1329	53154251	115
姆	1330	53155414	115
迢	1331	53251454	115
驾	1332	53251551	115
叁	1333	54134111	116
参	1334	54134333	116
艰	1335	54511534	116
线	1336	55111534	116
练	1337	55115534	116
组	1338	55125111	116
绅	1339	55125112	116
细	1340	55125121	117
驶	1341	55125134	117
织	1342	55125134	117
驹	1343	55135251	117
终	1344	55135444	117
驻	1345	55141121	117
绊	1346	55143112	117
驼	1347	55144535	118
